id,product,category,price,quantity,sale_date
7992,Mouse,Accessories,1881.28,10,9/18/2022
7993,Laptop,Electronics,1798.52,10,10/8/2023
7994,Printer,Office Supplies,1766.76,10,3/28/2021
7995,Tablet,Electronics,1920.67,1,8/23/2023
7996,Mouse,Accessories,1092.31,4,12/24/2022
7997,Mouse,Accessories,903.28,5,4/5/2020
7998,Mouse,Accessories,1105.54,1,1/10/2024
7999,Mouse,Accessories,946.69,8,9/16/2022
8000,Laptop,Electronics,1141.96,2,7/19/2020
8001,Monitor,Accessories,1324.52,3,5/20/2020
8002,Mouse,Accessories,695.77,9,1/7/2022
8003,Monitor,Accessories,537.02,1,11/28/2021
8004,Laptop,Electronics,1508.23,2,8/17/2022
8005,Tablet,Electronics,1159.57,9,12/29/2023
8006,Printer,Office Supplies,1532.9,2,3/17/2021
8007,Mouse,Accessories,1044.84,4,3/22/2021
8008,Mouse,Accessories,1933.5,6,6/16/2022
8009,Printer,Office Supplies,124.7,2,12/27/2020
8010,Headphones,Audio,73.91,5,12/27/2022
8011,Laptop,Electronics,506.35,3,12/24/2020
8012,Printer,Office Supplies,545.8,10,11/10/2021
8013,Printer,Office Supplies,510.3,4,9/7/2022
8014,Smartphone,Electronics,1325.73,2,9/4/2021
8015,Keyboard,Accessories,1925.08,10,3/12/2020
8016,Printer,Office Supplies,1355.22,9,12/6/2020
8017,Laptop,Electronics,1915.39,7,8/3/2023
8018,Headphones,Audio,1990.13,4,1/20/2024
8019,Headphones,Audio,554.09,9,4/3/2022
8020,Keyboard,Accessories,1511.19,2,6/25/2023
8021,Smartphone,Electronics,1829.01,5,11/27/2021
8022,Laptop,Electronics,728.55,4,2/12/2020
8023,Headphones,Audio,876.45,3,11/28/2022
8024,Smartphone,Electronics,395.52,4,2/6/2024
8025,Mouse,Accessories,1172.8,7,10/24/2021
8026,Tablet,Electronics,1740.02,6,6/5/2021
8027,Mouse,Accessories,496.42,1,1/10/2021
8028,Smartphone,Electronics,1702.01,10,8/19/2020
8029,Headphones,Audio,1411.97,6,12/15/2023
8030,Laptop,Electronics,1007.14,1,6/22/2021
8031,Printer,Office Supplies,1471.3,7,3/19/2022
8032,Mouse,Accessories,1636.93,3,6/5/2021
8033,Printer,Office Supplies,1344.62,2,5/18/2023
8034,Laptop,Electronics,1078.06,3,9/27/2022
8035,Keyboard,Accessories,1095.02,7,2/10/2023
8036,Tablet,Electronics,1506.45,8,6/27/2021
8037,Monitor,Accessories,534.89,1,2/3/2024
8038,Printer,Office Supplies,110.01,8,4/13/2021
8039,Mouse,Accessories,1294.92,9,1/14/2024
8040,Printer,Office Supplies,174.4,8,7/6/2022
8041,Headphones,Audio,1508.58,9,8/3/2021
8042,Monitor,Accessories,1628.67,9,10/9/2021
8043,Keyboard,Accessories,1577.66,8,5/27/2023
8044,Tablet,Electronics,1330.41,1,3/9/2020
8045,Tablet,Electronics,200.85,8,11/6/2023
8046,Keyboard,Accessories,1344.44,7,2/28/2021
8047,Monitor,Accessories,375.71,1,2/25/2021
8048,Mouse,Accessories,112.41,1,10/30/2020
8049,Mouse,Accessories,996.29,1,10/14/2023
8050,Monitor,Accessories,999.5,9,6/3/2023
8051,Monitor,Accessories,71.96,4,7/20/2020
8052,Laptop,Electronics,1427.8,10,2/14/2023
8053,Smartphone,Electronics,1995.71,8,4/14/2020
8054,Keyboard,Accessories,106.35,7,4/5/2022
8055,Printer,Office Supplies,387.3,1,9/7/2022
8056,Printer,Office Supplies,1017.67,3,7/24/2022
8057,Headphones,Audio,378.51,8,9/19/2022
8058,Printer,Office Supplies,1198.27,10,1/6/2021
8059,Printer,Office Supplies,185.69,8,2/25/2022
8060,Printer,Office Supplies,1241.38,9,5/30/2020
8061,Keyboard,Accessories,1585.29,5,2/24/2023
8062,Laptop,Electronics,725.32,9,10/3/2021
8063,Mouse,Accessories,336.28,6,11/12/2021
8064,Headphones,Audio,1579.01,10,9/13/2020
8065,Printer,Office Supplies,208.26,8,9/7/2020
8066,Tablet,Electronics,408.89,4,2/8/2022
8067,Keyboard,Accessories,1299.79,6,6/13/2021
8068,Mouse,Accessories,1493.84,4,6/18/2020
8069,Printer,Office Supplies,1287.67,2,12/19/2021
8070,Keyboard,Accessories,743.85,8,5/21/2020
8071,Keyboard,Accessories,635.71,7,4/28/2022
8072,Printer,Office Supplies,1573.82,2,1/19/2024
8073,Laptop,Electronics,1653.15,1,9/28/2022
8074,Mouse,Accessories,1208.3,6,9/22/2020
8075,Monitor,Accessories,821.86,5,7/10/2020
8076,Printer,Office Supplies,998.54,10,2/21/2021
8077,Monitor,Accessories,1318.29,6,11/25/2022
8078,Smartphone,Electronics,1613.4,6,12/11/2021
8079,Smartphone,Electronics,1995.76,3,5/21/2020
8080,Monitor,Accessories,1341.41,3,1/23/2023
8081,Monitor,Accessories,139.92,9,7/4/2021
8082,Mouse,Accessories,544.26,5,7/26/2021
8083,Printer,Office Supplies,138.41,1,1/2/2023
8084,Keyboard,Accessories,239.22,4,6/11/2022
8085,Laptop,Electronics,763.84,6,5/4/2021
8086,Printer,Office Supplies,713.3,5,6/1/2022
8087,Keyboard,Accessories,729.35,2,6/4/2023
8088,Laptop,Electronics,1740.66,10,10/3/2023
8089,Keyboard,Accessories,1189.76,10,9/25/2023
8090,Mouse,Accessories,474.52,1,1/17/2021
8091,Printer,Office Supplies,569.94,8,11/24/2021
8092,Smartphone,Electronics,1236.13,8,5/9/2021
8093,Tablet,Electronics,1621.71,1,8/15/2023
8094,Keyboard,Accessories,1431.44,1,2/5/2024
8095,Keyboard,Accessories,92.4,1,8/29/2023
8096,Mouse,Accessories,1444.01,9,10/4/2022
8097,Printer,Office Supplies,1484.53,1,4/4/2021
8098,Monitor,Accessories,470.19,9,8/11/2021
8099,Headphones,Audio,1770.63,4,3/17/2022
8100,Tablet,Electronics,1147.25,9,7/11/2021
8101,Laptop,Electronics,1481.67,7,8/15/2021
8102,Mouse,Accessories,333.17,5,6/14/2023
8103,Mouse,Accessories,105.11,7,6/26/2021
8104,Laptop,Electronics,1495.2,10,12/24/2023
8105,Tablet,Electronics,350.79,5,3/24/2020
8106,Printer,Office Supplies,1275.4,1,5/27/2023
8107,Tablet,Electronics,1580.79,5,7/12/2020
8108,Tablet,Electronics,479.39,4,10/10/2022
8109,Headphones,Audio,887.89,9,7/14/2023
8110,Monitor,Accessories,1488.22,8,2/27/2022
8111,Mouse,Accessories,1146.96,2,9/12/2023
8112,Smartphone,Electronics,754.97,8,7/31/2020
8113,Keyboard,Accessories,1896.14,1,2/20/2021
8114,Smartphone,Electronics,1922.81,7,9/15/2022
8115,Tablet,Electronics,216.96,4,12/1/2022
8116,Mouse,Accessories,1531.51,5,11/20/2022
8117,Monitor,Accessories,50.57,7,12/17/2021
8118,Printer,Office Supplies,1630.72,8,2/25/2022
8119,Keyboard,Accessories,1427.03,10,12/9/2021
8120,Laptop,Electronics,780.1,5,8/2/2021
8121,Headphones,Audio,1231.52,7,9/7/2023
8122,Headphones,Audio,1214,7,5/19/2020
8123,Tablet,Electronics,333.06,8,1/17/2024
8124,Keyboard,Accessories,1685.87,2,6/30/2021
8125,Keyboard,Accessories,402.82,4,7/8/2021
8126,Monitor,Accessories,1285.85,2,4/8/2022
8127,Monitor,Accessories,1744.02,10,12/28/2021
8128,Mouse,Accessories,721.53,4,1/11/2023
8129,Headphones,Audio,1187.25,9,10/9/2022
8130,Keyboard,Accessories,1282.62,8,7/5/2023
8131,Headphones,Audio,286.03,5,10/26/2023
8132,Keyboard,Accessories,276.16,10,8/14/2023
8133,Keyboard,Accessories,1059.43,8,6/19/2023
8134,Printer,Office Supplies,1901.54,8,3/10/2023
8135,Printer,Office Supplies,1563.75,10,8/12/2020
8136,Mouse,Accessories,735.18,10,10/7/2023
8137,Smartphone,Electronics,1969.39,2,5/31/2021
8138,Keyboard,Accessories,1676.56,6,2/4/2020
8139,Smartphone,Electronics,1996.73,10,4/29/2020
8140,Printer,Office Supplies,851.67,10,7/4/2021
8141,Monitor,Accessories,1116.66,5,9/11/2020
8142,Smartphone,Electronics,445.37,10,4/15/2023
8143,Printer,Office Supplies,1644.72,4,3/22/2023
8144,Smartphone,Electronics,836.11,1,5/6/2021
8145,Monitor,Accessories,924.58,10,12/28/2022
8146,Laptop,Electronics,900.09,7,7/28/2023
8147,Keyboard,Accessories,1795.77,2,5/14/2022
8148,Monitor,Accessories,1591.16,6,5/26/2021
8149,Printer,Office Supplies,84.43,1,9/14/2023
8150,Printer,Office Supplies,1166.85,10,1/1/2024
8151,Keyboard,Accessories,660.06,5,11/8/2020
8152,Headphones,Audio,708.15,5,12/4/2023
8153,Tablet,Electronics,1598.3,3,2/17/2021
8154,Printer,Office Supplies,1209.51,6,6/8/2021
8155,Mouse,Accessories,1483.32,9,11/20/2022
8156,Keyboard,Accessories,714.38,3,2/18/2021
8157,Mouse,Accessories,642.53,7,9/28/2020
8158,Monitor,Accessories,435.35,9,8/16/2023
8159,Tablet,Electronics,1624.49,9,12/17/2023
8160,Mouse,Accessories,1675.71,2,9/22/2020
8161,Monitor,Accessories,1380.2,6,4/21/2020
8162,Keyboard,Accessories,313,3,2/27/2021
8163,Mouse,Accessories,1537.77,3,9/5/2023
8164,Monitor,Accessories,495.16,10,8/4/2020
8165,Monitor,Accessories,1035.58,4,10/7/2020
8166,Laptop,Electronics,1828.38,6,7/7/2023
8167,Headphones,Audio,1762.72,6,8/31/2021
8168,Headphones,Audio,1503.74,6,10/17/2020
8169,Laptop,Electronics,356.47,2,2/26/2020
8170,Keyboard,Accessories,440.38,9,4/10/2020
8171,Smartphone,Electronics,1370.16,9,6/29/2022
8172,Keyboard,Accessories,547.28,4,5/20/2022
8173,Smartphone,Electronics,129,6,11/30/2020
8174,Laptop,Electronics,1504.05,9,7/31/2021
8175,Headphones,Audio,965.95,10,11/28/2022
8176,Smartphone,Electronics,642.56,6,5/21/2020
8177,Laptop,Electronics,350.49,8,5/5/2023
8178,Smartphone,Electronics,1657.04,5,11/19/2022
8179,Smartphone,Electronics,1011.36,9,10/16/2023
8180,Smartphone,Electronics,1417.05,7,8/11/2021
8181,Monitor,Accessories,1393.39,4,9/10/2021
8182,Laptop,Electronics,75.08,1,5/19/2021
8183,Laptop,Electronics,130.68,6,12/20/2021
8184,Headphones,Audio,1183.46,8,11/2/2021
8185,Headphones,Audio,711.24,6,2/28/2020
8186,Tablet,Electronics,1240.39,7,5/28/2020
8187,Smartphone,Electronics,1714.23,8,2/4/2021
8188,Printer,Office Supplies,945.58,4,12/22/2023
8189,Smartphone,Electronics,1432.75,6,10/10/2023
8190,Laptop,Electronics,1888.25,1,7/8/2022
8191,Monitor,Accessories,1321.98,10,2/10/2023
8192,Headphones,Audio,342.01,9,6/13/2023
8193,Tablet,Electronics,1000.06,5,7/15/2023
8194,Laptop,Electronics,495.72,4,5/18/2023
8195,Laptop,Electronics,1090.8,7,2/5/2024
8196,Monitor,Accessories,1337.45,10,6/4/2022
8197,Laptop,Electronics,198.82,7,4/2/2022
8198,Mouse,Accessories,314.11,3,4/25/2020
8199,Keyboard,Accessories,74.41,3,2/11/2020
8200,Headphones,Audio,370.03,7,5/6/2022
8201,Printer,Office Supplies,1420.19,1,7/4/2022
8202,Mouse,Accessories,815.6,3,10/26/2021
8203,Keyboard,Accessories,169.08,8,3/2/2023
8204,Smartphone,Electronics,225.53,2,9/20/2022
8205,Tablet,Electronics,762.6,1,9/8/2021
8206,Smartphone,Electronics,1720.17,3,6/13/2021
8207,Monitor,Accessories,1024.02,4,3/7/2020
8208,Printer,Office Supplies,1942.25,4,12/16/2022
8209,Laptop,Electronics,1463.18,5,3/13/2020
8210,Printer,Office Supplies,948.2,2,2/8/2022
8211,Keyboard,Accessories,1912.2,4,9/22/2022
8212,Smartphone,Electronics,1889.72,1,9/14/2020
8213,Keyboard,Accessories,1496.67,1,9/6/2022
8214,Keyboard,Accessories,1695.41,7,8/7/2023
8215,Printer,Office Supplies,313.03,2,3/24/2023
8216,Monitor,Accessories,1869.58,10,12/29/2023
8217,Tablet,Electronics,1304.04,7,5/28/2021
8218,Laptop,Electronics,1422.15,9,5/13/2023
8219,Headphones,Audio,1080.38,1,11/21/2020
8220,Laptop,Electronics,131.07,3,1/18/2020
8221,Smartphone,Electronics,1578.67,1,8/8/2023
8222,Tablet,Electronics,573.85,8,3/18/2023
8223,Headphones,Audio,1968.98,5,9/30/2023
8224,Mouse,Accessories,1518.69,4,11/12/2021
8225,Tablet,Electronics,1502.27,2,1/24/2020
8226,Mouse,Accessories,1438.88,5,5/11/2022
8227,Mouse,Accessories,1382.58,10,3/22/2021
8228,Printer,Office Supplies,488.66,8,7/18/2020
8229,Keyboard,Accessories,1682.1,8,1/20/2024
8230,Keyboard,Accessories,96.68,6,3/2/2021
8231,Laptop,Electronics,1199.37,7,10/4/2023
8232,Headphones,Audio,987.09,6,3/1/2020
8233,Keyboard,Accessories,842.44,10,4/11/2022
8234,Tablet,Electronics,432.03,9,2/25/2020
8235,Laptop,Electronics,1342.94,10,2/3/2022
8236,Mouse,Accessories,78.92,7,10/29/2020
8237,Monitor,Accessories,682.83,8,9/28/2021
8238,Laptop,Electronics,1085.96,2,4/8/2021
8239,Printer,Office Supplies,1843.3,8,2/18/2023
8240,Mouse,Accessories,775.8,2,1/30/2021
8241,Printer,Office Supplies,286.81,6,12/17/2020
8242,Smartphone,Electronics,557.2,1,10/23/2020
8243,Headphones,Audio,1739.65,5,2/1/2020
8244,Monitor,Accessories,778.11,1,7/29/2022
8245,Laptop,Electronics,1784.96,8,9/27/2022
8246,Monitor,Accessories,1657.36,8,4/9/2023
8247,Laptop,Electronics,123.63,7,9/6/2021
8248,Printer,Office Supplies,1579.23,7,9/28/2020
8249,Laptop,Electronics,1896.1,4,7/26/2023
8250,Laptop,Electronics,863.93,1,12/21/2022
8251,Keyboard,Accessories,1002.69,6,12/25/2023
8252,Smartphone,Electronics,326.59,8,6/6/2021
8253,Monitor,Accessories,886.02,3,7/13/2021
8254,Keyboard,Accessories,1496.52,2,9/10/2023
8255,Laptop,Electronics,1899.73,3,11/24/2022
8256,Printer,Office Supplies,1841.99,7,1/17/2024
8257,Printer,Office Supplies,570.53,2,9/7/2021
8258,Smartphone,Electronics,269.61,2,3/31/2021
8259,Keyboard,Accessories,1765.77,10,7/25/2021
8260,Laptop,Electronics,134.55,7,4/27/2022
8261,Keyboard,Accessories,963.39,9,10/15/2021
8262,Mouse,Accessories,1010.62,6,8/20/2021
8263,Printer,Office Supplies,1897.69,1,6/24/2022
8264,Mouse,Accessories,1069.7,2,2/5/2020
8265,Tablet,Electronics,613.37,3,8/20/2022
8266,Monitor,Accessories,1012.89,6,5/6/2022
8267,Laptop,Electronics,339.98,9,11/1/2022
8268,Headphones,Audio,494.47,3,7/20/2022
8269,Keyboard,Accessories,139.13,4,3/4/2023
8270,Laptop,Electronics,309.25,1,3/24/2020
8271,Keyboard,Accessories,1348.53,7,9/27/2020
8272,Mouse,Accessories,1511.85,7,7/19/2021
8273,Mouse,Accessories,1603.64,10,12/16/2021
8274,Keyboard,Accessories,846.36,8,4/19/2020
8275,Keyboard,Accessories,1417.34,2,3/9/2022
8276,Keyboard,Accessories,582.81,9,12/2/2020
8277,Laptop,Electronics,478.25,8,9/1/2020
8278,Headphones,Audio,1620.69,8,2/3/2023
8279,Laptop,Electronics,1201.15,5,2/22/2020
8280,Smartphone,Electronics,1462.69,6,12/5/2023
8281,Printer,Office Supplies,497.58,5,4/23/2020
8282,Headphones,Audio,1393.11,7,10/26/2020
8283,Monitor,Accessories,290.17,4,3/12/2023
8284,Headphones,Audio,318.32,6,2/20/2023
8285,Mouse,Accessories,1227.16,2,12/28/2023
8286,Laptop,Electronics,351.42,10,10/31/2023
8287,Tablet,Electronics,1098.95,8,1/2/2024
8288,Tablet,Electronics,1639.25,4,4/15/2022
8289,Keyboard,Accessories,1349.78,8,1/16/2024
8290,Tablet,Electronics,1810.7,7,8/13/2020
8291,Monitor,Accessories,1463.59,3,6/19/2023
8292,Monitor,Accessories,398.65,4,5/9/2023
8293,Headphones,Audio,500.92,2,1/22/2024
8294,Tablet,Electronics,839.68,9,9/20/2022
8295,Tablet,Electronics,1566.27,9,6/3/2020
8296,Mouse,Accessories,1469.28,7,5/5/2021
8297,Smartphone,Electronics,750.53,10,10/23/2021
8298,Tablet,Electronics,1584.05,1,3/26/2023
8299,Smartphone,Electronics,223.88,4,5/25/2021
8300,Mouse,Accessories,672.39,4,7/26/2021
8301,Monitor,Accessories,1555.11,2,10/7/2023
8302,Mouse,Accessories,1867.99,9,2/16/2021
8303,Smartphone,Electronics,884.08,2,3/27/2021
8304,Printer,Office Supplies,383.36,7,7/31/2022
8305,Smartphone,Electronics,1749.2,10,10/30/2021
8306,Tablet,Electronics,61.29,4,1/15/2023
8307,Smartphone,Electronics,1101.85,7,10/14/2023
8308,Tablet,Electronics,75.77,7,4/22/2022
8309,Headphones,Audio,1367.73,3,4/27/2022
8310,Keyboard,Accessories,1575.06,5,10/8/2021
8311,Smartphone,Electronics,719.73,4,2/9/2020
8312,Mouse,Accessories,1760.23,7,12/26/2023
8313,Tablet,Electronics,333.06,6,2/10/2021
8314,Headphones,Audio,442.91,1,3/23/2022
8315,Laptop,Electronics,1388.82,7,4/30/2020
8316,Headphones,Audio,1132.87,7,5/13/2020
8317,Laptop,Electronics,149.41,8,4/12/2020
8318,Keyboard,Accessories,507.96,8,5/1/2023
8319,Mouse,Accessories,1751.8,2,10/18/2022
8320,Printer,Office Supplies,659.8,9,4/2/2020
8321,Smartphone,Electronics,774.72,3,7/14/2023
8322,Headphones,Audio,1730.47,9,12/15/2020
8323,Laptop,Electronics,1709.97,9,9/26/2021
8324,Printer,Office Supplies,1559.48,7,10/30/2020
8325,Monitor,Accessories,500.49,1,3/16/2022
8326,Printer,Office Supplies,363.67,3,3/15/2022
8327,Printer,Office Supplies,747.69,5,2/20/2022
8328,Headphones,Audio,751.87,8,3/20/2022
8329,Mouse,Accessories,287.65,8,5/31/2021
8330,Printer,Office Supplies,612.53,10,4/10/2023
8331,Headphones,Audio,471.11,10,11/3/2021
8332,Headphones,Audio,240.17,10,11/16/2021
8333,Mouse,Accessories,1628.14,5,4/24/2021
8334,Laptop,Electronics,1328.69,9,2/16/2022
8335,Keyboard,Accessories,517.52,2,1/15/2024
8336,Headphones,Audio,439.65,3,10/27/2020
8337,Headphones,Audio,478.57,9,1/31/2023
8338,Headphones,Audio,1531.5,8,4/17/2022
8339,Keyboard,Accessories,702.99,6,7/31/2021
8340,Smartphone,Electronics,690.16,1,1/27/2021
8341,Headphones,Audio,592.88,2,7/9/2020
8342,Laptop,Electronics,306.86,2,5/28/2021
8343,Mouse,Accessories,53.86,7,7/19/2021
8344,Keyboard,Accessories,713.35,1,4/11/2021
8345,Mouse,Accessories,1230.02,4,2/1/2023
8346,Printer,Office Supplies,418.47,9,8/17/2021
8347,Mouse,Accessories,1018.06,7,4/7/2023
8348,Printer,Office Supplies,1712.23,2,2/24/2022
8349,Laptop,Electronics,1977.73,2,4/4/2022
8350,Printer,Office Supplies,1829.72,7,1/5/2020
8351,Mouse,Accessories,1866.07,3,11/28/2023
8352,Tablet,Electronics,1704.37,4,3/3/2023
8353,Smartphone,Electronics,1802.23,1,1/25/2020
8354,Mouse,Accessories,966.37,4,4/17/2021
8355,Keyboard,Accessories,1330.72,7,2/20/2020
8356,Tablet,Electronics,1547.55,4,1/13/2023
8357,Laptop,Electronics,1120.29,9,12/6/2021
8358,Mouse,Accessories,1136.83,6,5/23/2020
8359,Mouse,Accessories,1785.63,8,9/4/2023
8360,Mouse,Accessories,449.77,3,9/15/2020
8361,Tablet,Electronics,1153.99,3,1/31/2022
8362,Printer,Office Supplies,1923.73,4,3/10/2023
8363,Printer,Office Supplies,376.59,8,9/12/2023
8364,Mouse,Accessories,230.3,4,6/18/2020
8365,Monitor,Accessories,473.69,8,1/28/2022
8366,Printer,Office Supplies,428.21,1,9/2/2022
8367,Headphones,Audio,90.81,3,3/10/2022
8368,Tablet,Electronics,1380.05,4,6/23/2021
8369,Mouse,Accessories,1941.28,10,10/8/2022
8370,Keyboard,Accessories,1684.39,9,1/10/2023
8371,Laptop,Electronics,716.79,8,11/25/2023
8372,Laptop,Electronics,1439.73,2,12/8/2020
8373,Mouse,Accessories,594.25,4,7/25/2021
8374,Laptop,Electronics,865.53,8,11/25/2022
8375,Tablet,Electronics,912.21,8,5/15/2021
8376,Printer,Office Supplies,1725.09,8,7/20/2021
8377,Mouse,Accessories,1897.34,10,8/21/2022
8378,Smartphone,Electronics,1436.71,8,10/25/2021
8379,Tablet,Electronics,599.41,7,7/15/2022
8380,Monitor,Accessories,595.47,5,9/4/2023
8381,Printer,Office Supplies,887.58,7,5/16/2020
8382,Tablet,Electronics,585.85,4,4/2/2023
8383,Smartphone,Electronics,650.1,9,9/9/2021
8384,Laptop,Electronics,1648.12,8,1/8/2023
8385,Printer,Office Supplies,1273.63,6,4/8/2020
8386,Tablet,Electronics,1374.31,2,12/1/2020
8387,Smartphone,Electronics,719.28,2,11/5/2023
8388,Laptop,Electronics,823.16,2,9/24/2022
8389,Mouse,Accessories,1413.87,9,6/23/2020
8390,Tablet,Electronics,1926.39,8,11/26/2020
8391,Mouse,Accessories,1852.97,2,12/26/2022
8392,Keyboard,Accessories,1978.3,9,1/17/2023
8393,Laptop,Electronics,840.35,4,11/19/2021
8394,Headphones,Audio,1336.06,10,2/6/2020
8395,Mouse,Accessories,1178.24,3,7/3/2023
8396,Keyboard,Accessories,1002.99,7,12/20/2021
8397,Keyboard,Accessories,499.41,7,8/6/2022
8398,Printer,Office Supplies,1237.13,3,11/24/2023
8399,Monitor,Accessories,1184.22,3,7/23/2022
8400,Printer,Office Supplies,762.15,10,10/18/2022
8401,Tablet,Electronics,1497.72,8,5/12/2023
8402,Printer,Office Supplies,468.19,4,12/14/2021
8403,Monitor,Accessories,1030.37,9,6/21/2022
8404,Smartphone,Electronics,283.72,1,1/4/2022
8405,Printer,Office Supplies,901.93,5,6/15/2023
8406,Mouse,Accessories,1771.46,9,9/22/2023
8407,Smartphone,Electronics,679.89,4,4/16/2020
8408,Keyboard,Accessories,860.47,2,1/23/2022
8409,Printer,Office Supplies,973.04,7,4/14/2023
8410,Mouse,Accessories,131.61,9,12/15/2022
8411,Monitor,Accessories,1699.89,2,3/21/2021
8412,Tablet,Electronics,951.12,9,4/18/2021
8413,Printer,Office Supplies,1589.38,7,1/4/2020
8414,Headphones,Audio,221.03,1,1/19/2022
8415,Keyboard,Accessories,707.89,5,8/3/2023
8416,Headphones,Audio,1606.6,8,1/28/2021
8417,Printer,Office Supplies,1116.91,10,11/11/2022
8418,Keyboard,Accessories,888.8,3,1/7/2023
8419,Tablet,Electronics,568.93,5,9/30/2022
8420,Tablet,Electronics,1375.93,7,10/22/2020
8421,Smartphone,Electronics,1484.62,2,5/21/2021
8422,Laptop,Electronics,193.14,4,5/13/2020
8423,Mouse,Accessories,1351.36,6,12/22/2021
8424,Tablet,Electronics,604.55,10,6/10/2022
8425,Tablet,Electronics,838.53,1,9/9/2021
8426,Monitor,Accessories,1339.26,2,9/27/2020
8427,Headphones,Audio,591.08,10,12/11/2020
8428,Monitor,Accessories,1466.53,5,4/5/2022
8429,Headphones,Audio,1920.78,4,12/12/2023
8430,Tablet,Electronics,1365.07,10,4/22/2020
8431,Smartphone,Electronics,1265.41,9,12/27/2023
8432,Tablet,Electronics,1506.86,3,5/22/2023
8433,Smartphone,Electronics,1072.39,6,11/29/2021
8434,Keyboard,Accessories,1657.3,9,9/4/2022
8435,Laptop,Electronics,930.93,6,6/7/2021
8436,Tablet,Electronics,1996.07,4,3/7/2021
8437,Printer,Office Supplies,1216.26,9,1/2/2020
8438,Keyboard,Accessories,278.35,10,3/24/2023
8439,Keyboard,Accessories,705.3,10,7/12/2023
8440,Smartphone,Electronics,784.29,1,3/6/2023
8441,Keyboard,Accessories,663.38,1,5/1/2021
8442,Laptop,Electronics,1840.12,5,10/5/2022
8443,Tablet,Electronics,1056.22,5,2/5/2020
8444,Monitor,Accessories,1060.52,5,6/16/2023
8445,Printer,Office Supplies,779.89,1,2/20/2020
8446,Laptop,Electronics,230.8,3,5/16/2023
8447,Laptop,Electronics,909.91,1,2/5/2021
8448,Mouse,Accessories,658.74,5,2/29/2020
8449,Headphones,Audio,292.79,5,8/8/2023
8450,Laptop,Electronics,1556.47,1,1/28/2020
8451,Monitor,Accessories,514.06,9,9/3/2023
8452,Headphones,Audio,1165.86,9,2/24/2022
8453,Monitor,Accessories,1770.4,5,1/27/2024
8454,Tablet,Electronics,1151.67,5,2/21/2020
8455,Monitor,Accessories,1585.99,6,2/5/2022
8456,Printer,Office Supplies,725.41,2,6/1/2023
8457,Smartphone,Electronics,1450.26,2,4/30/2022
8458,Smartphone,Electronics,638.51,5,11/6/2023
8459,Tablet,Electronics,1855.7,3,8/11/2022
8460,Laptop,Electronics,717.98,4,12/14/2023
8461,Mouse,Accessories,350.94,5,9/1/2023
8462,Tablet,Electronics,569.86,1,8/7/2023
8463,Keyboard,Accessories,1895.63,8,8/16/2022
8464,Smartphone,Electronics,283.75,7,6/6/2020
8465,Mouse,Accessories,700.47,6,1/30/2022
8466,Tablet,Electronics,1764.52,7,5/19/2023
8467,Mouse,Accessories,275.44,6,10/8/2022
8468,Headphones,Audio,501.87,5,3/4/2022
8469,Tablet,Electronics,329.15,10,9/25/2021
8470,Printer,Office Supplies,659.91,9,8/23/2022
8471,Laptop,Electronics,1313.23,3,7/5/2020
8472,Mouse,Accessories,1855.78,10,5/20/2020
8473,Smartphone,Electronics,782.42,2,6/16/2023
8474,Smartphone,Electronics,785.33,10,12/11/2021
8475,Tablet,Electronics,473.42,10,3/14/2020
8476,Keyboard,Accessories,1355.28,3,8/21/2023
8477,Mouse,Accessories,860.8,5,9/12/2021
8478,Mouse,Accessories,1402.32,4,4/1/2021
8479,Monitor,Accessories,1450.73,3,2/3/2020
8480,Headphones,Audio,1448.23,9,1/13/2020
8481,Keyboard,Accessories,588.15,2,11/29/2023
8482,Keyboard,Accessories,70.72,6,1/31/2024
8483,Monitor,Accessories,1501.27,7,9/7/2022
8484,Mouse,Accessories,742.07,1,11/12/2021
8485,Tablet,Electronics,1433.16,1,5/18/2023
8486,Smartphone,Electronics,227.05,1,1/7/2023
8487,Tablet,Electronics,992.95,10,12/4/2021
8488,Headphones,Audio,412.71,9,5/18/2022
8489,Laptop,Electronics,248.32,5,4/5/2020
8490,Printer,Office Supplies,1975.88,2,6/5/2020
8491,Keyboard,Accessories,1690.11,10,1/6/2021
8492,Smartphone,Electronics,405.26,4,4/23/2022
8493,Smartphone,Electronics,178.04,1,10/21/2023
8494,Tablet,Electronics,1155.78,6,6/19/2021
8495,Keyboard,Accessories,1435.24,1,12/31/2022
8496,Monitor,Accessories,234.17,8,11/8/2023
8497,Tablet,Electronics,663.26,4,2/24/2023
8498,Monitor,Accessories,1899.53,8,9/8/2022
8499,Laptop,Electronics,64.72,2,3/10/2023
8500,Smartphone,Electronics,1011.88,6,12/5/2020
8501,Headphones,Audio,362.35,10,8/19/2020
8502,Smartphone,Electronics,1165.79,1,2/27/2020
8503,Keyboard,Accessories,458.76,8,9/9/2020
8504,Laptop,Electronics,749.61,6,2/14/2020
8505,Keyboard,Accessories,170.41,5,3/21/2021
8506,Smartphone,Electronics,807.2,10,12/25/2021
8507,Tablet,Electronics,1493.88,1,12/25/2022
8508,Mouse,Accessories,1054.49,9,5/26/2023
8509,Headphones,Audio,313.98,7,6/29/2022
8510,Printer,Office Supplies,1193.53,5,1/24/2023
8511,Tablet,Electronics,1412.96,10,9/14/2022
8512,Laptop,Electronics,1606.09,10,9/1/2021
